numeracion;denominacion;precio;tipo;medida;estado
5123408 - 3;FILTRO OMRON 3G3RV-PFI3060-SE-;665,00;Orona;X;1
5123408 - 4;FILTRO OMRON 3G3RV-PFI3070-SE-;797,00;Orona;X;1
5123409 - 3;CONSOLA ESPECIAL ELEVACION LED;232,00;Orona;X;1
5123409 - 4;OPERADOR DIGITAL LED VARIADO;232,00;Orona;X;1
5123472 - 1;TELEFONO PORTERO AUTOMATICO;36,00;Orona;X;1
5123494 - 1;CLIPS CABINA;1,00;Orona;X;1
5123503 - 1;NODO GESTOR DE ENERGIA III;557,00;Orona;X;1
5123512 - 1;REGULADOR CONT-TECH SP2401 5,5;2353,00;Orona;X;1
5123513 - 1;REGULADOR CONT-TECH SP2402 7,5;2440,00;Orona;X;1
5123513 - 2;REGUL. CONT-TECH SP2402 7,5KW;3953,00;Orona;X;1
5123514 - 1;REGULADOR CONT-TECH SP2403 11K;3489,00;Orona;X;1
5123514 - 2;REGUL. CONT-TECH SP2403 11KW 3;3838,00;Orona;X;1
5123515 - 1;REGULADOR CONTTECH SP3401 15KW;4498,00;Orona;X;1
5123516 - 1;REGULADOR CONT-TECH SP2404 13K;4043,00;Orona;X;1
5123516 - 2;REGUL. CONT-TECH SP2404 15KW 3;4493,00;Orona;X;1
5123517 - 1;TARJETA SMART CARD;74,00;Orona;X;1
5123518 - 1;FILTRO CONTROL TECHNIQUES 21A;427,00;Orona;X;1
5123518 - 2;FILTRO CONTROL TECHNIQUES 32A;427,00;Orona;X;1
5123518 - 3;FILTRO CONTROL TECHNIQUES 27A *5123518 - 2 *;434,00;Orona;X;1
5123519 - 1;FILTRO CONTROL TECHNIQUES 62A;786,00;Orona;X;1
5123524 - 1;VENT. REGULADOR OMRON MMF-06D2;615,00;Orona;X;1
5123537 - 1;TERMINAL CONTROL TECHNIQUES SM;650,00;Orona;X;1
5123537 - 2;GT8 REPMOTE KEYPAD RTC;301,00;Orona;X;1
5123538 - 1;BOTONERA INSPECCION MERC. ESPA;328,00;Orona;X;1
5123538 - 2;BOTONERA INSPECCION MERC.ESPAÑ;215,00;Orona;X;1
5123541 - 1;BOTONERA DE FOSO MERCADO ESPAÑ;109,00;Orona;X;1
5123549 - 1;CENTRAL SISTEMA PESAJE MICELEC;540,00;Orona;X;1
5123555 - 1;FUENTE ALIMENTACION  220V30W;217,00;Orona;X;1
5123555 - 3;FUENTE DE 24V 100W 240V;239,00;Orona;X;1
5123555 - 2;F.ALIMENT.CONM.100-240VAC;129,00;Orona;X;1
5123559 - 1;REGULADOR CONT-TECH SP4401 30K;9446,00;Orona;X;1
5123559 - 2;REGUL. CONT-TECH SP4401 30KW 3;9446,00;Orona;X;1
5123560 - 1;REGULADOR CONT-TECH SP3402 18K;6716,00;Orona;X;1
5123560 - 2;REGUL. CONT-TECH SP3402 18KW 3;6716,00;Orona;X;1
5123561 - 1;REGULADOR CONT-TECH SP3403 22K;7278,00;Orona;X;1
5123561 - 2;REGUL. CONT-TECH SP3403 22KW 3;7770,00;Orona;X;1
5123569 - 1;FILTRO TRIFASICO 140V CONT.TE;1431,00;Orona;X;1
5123576 - 1;BOTONERA INSPECC. MEDIDAS COMP;233,00;Orona;X;1
5123586 - 1;REGULADOR CONT-TECH SP4402 37K;13372,00;Orona;X;1
5123586 - 2;REGUL. CONT-TECH SP4402 37KW 3;13372,00;Orona;X;1
5123587 - 1;TARJETA CONT-TECH SM APPLICATI;268,00;Orona;X;1
5123587 - 2;TARJETA CT MCI200 PROG.ORONA;134,00;Orona;X;1
5123607 - 1;REGULADOR CONT-TECH SP1406 3,7;2146,00;Orona;X;1
5123607 - 2;REGUL. CONT-TECH SP1406 3,7KW;2384,00;Orona;X;1
5123608 - 1;FILTRO TRIFASICO 16A 400V;351,00;Orona;X;1
5123616 - 1;CONJ. BARRERA FOTOELÉCTRICA WE *5123944 - 1*;319,00;Orona;X;1
5123620 - 1;BOTONERA DE FOSO EN MONTANTE P;98,00;Orona;X;1
5123629 - 1;REGUL. CONT_TECH SP1405 3KW;2039,00;Orona;X;1
5123656 - 1;FILTRO MONOFASICO SCHAFER;620,00;Orona;X;1
5123689 - 1;SAI 500VA 230 VAC 50-60 HZ FC;351,00;Orona;X;1
5123690 - 1;SAI 650VA 230VAC 50-60 HZ;440,00;Orona;X;1
5123705 - 1;SAI PS1000VA/900W230VAC 50/;1952,00;Orona;X;1
5123715 - 1;BATERIA NI-CD 6V 1.6 AH TERM;47,00;Orona;X;1
5123738 - 1;BATERIA FDK NI-MH 24V 2.7 AH;587,00;Orona;X;1
5123738 - 2;BATERIA BPI NI-MH24V 3AH;175,00;Orona;X;1
5123754 - 1;TOMA DE CORRIENTE MODULAR;16,00;Orona;X;1
5123945 - 2;EXTENSOR CABLEADO BAR.FOT;14,00;Orona;X;1
5123950 - 4;FILTRO TRIFASICO 400V UNIDRIVE;211,00;Orona;X;1
5123950 - 6;FILTRO TRIFASICO 400V UNIDRIVE;316,00;Orona;X;1
5124001 - 1;P.C. CONTROL DE VELOCIDAD;436,00;Orona;X;1
5124002 - 1;P.C. FLECHAS LED HORIZ.(6V-COM;314,00;Orona;X;1
5124007 - 1;P.C. INDICADOR SOBRECARGA CON;32,00;Orona;X;1
5124011 - 1;C.I.PULS. REGL.1 LED 6-24V;45,00;Orona;X;1
5124012 - 1;C.I. PULS.REGL.6 LED 6V *5124019 - 1 / 5102237 - 1*;42,00;Orona;X;1
5124017 - 1;C.I. PULS. CONEC.NO LUM.6-24V;11,00;Orona;X;1
5124018 - 1;CIRCUITO IMPRESO PULS. CONEC.1;15,00;Orona;X;1
5124019 - 1;CIRCUITO IMPRESO PULSADOR CONE;39,00;Orona;X;1
5124024 - 1;P.C. DISTRIB. PULS. BOT.CABINA;59,00;Orona;X;1
5124026 - 1;C.I. PULS. RREGL.6LED 24V 1NA;41,00;Orona;X;1
5124027 - 1;C.I. PULS. CONEC.6 LED 24V;27,00;Orona;X;1
5124028 - 1;P.C. IND.POSICION LCD (12-24V);301,00;Orona;X;1
5124030 - 1;P.C.PLACA BASE MANIOBRA ARCA (;540,00;Orona;X;1
5124032 - 1;PLACA CPU ARCA(VER:1) CON CONE;607,00;Orona;X;1
5124033 - 1;PLACA CPU ARCA(VER:2) SIN CONE;505,00;Orona;X;1
5124034 - 1;P.C. PLACA EXTENSION A/B (VER:;199,00;Orona;X;1
5124036 - 1;P.C.EXTENSION 1 (VER:1) *5124530 - 1*;112,00;Orona;X;1
5124038 - 1;P.C. CONEXION EXTENSION 2 *5124532 - 1 5102388 - 5 *;145,00;Orona;X;1
5124039 - 1;P.C. EXTENSION 3 *5124533 - 1 / 5105389 - 9 / 5105389 - 4 *;195,00;Orona;X;1
5124040 - 1;P.C. EXTENSION 4 *5124534 - 1*;134,00;Orona;X;1
5124041 - 1;P.C.EXTENSION 5 *5124535 - 1 / 5105393 - 7*;206,00;Orona;X;1
5124042 - 1;P.C. LUZ EMERG. Y PICTOGRAMAS;51,00;Orona;X;1
5124052 - 1;P.C. FALTA FASE + TERMISTOR;128,00;Orona;X;1
5124053 - 1;P.C.CARGADOR DE BATERIA V220V;72,00;Orona;X;1
5124056 - 1;P.C.CONEXION CUADRO CABINA;183,00;Orona;X;1
5124058 - 1;P.C. APER. ANTICIPADA-ISONIV.;1464,00;Orona;X;1
5124061 - 1;P.C. CONTROL VENTI. E ILUMIN.;131,00;Orona;X;1
5124061 - 2;CUVIERTA DE VENTILADOR DE ALUM;145,00;Orona;X;1
5124062 - 1;P.C. BOTONERA DE PISO COMPARTI;114,00;Orona;X;1
5124065 - 1;P.C. ALIMENTACION FRENO Y ELEC;54,00;Orona;X;1
5124070 - 1;P.C. FLECHAS LED HORIZ.(24V-CO;61,00;Orona;X;1
5124071 - 1;PC. FLECHAS LED VERTICAL;115,00;Orona;X;1
5124072 - 1;P.C. FLECHAS LED EMBOCADURA 24;70,00;Orona;X;1
5124073 - 1;P.C. INDICADOR POSICION 7 SEGM;119,00;Orona;X;1
5124074 - 1;P.C. IND.POSICION 7 SEGM. VERT;139,00;Orona;X;1
5124075 - 1;P.C. INDIC.MATRIZ HORIZ.(24V)(;136,00;Orona;X;1
5124079 - 1;P.C. FLECHAS LED HORIZONTAL AR;56,00;Orona;X;1
5124080 - 1;PLACA CIRCUITO GONG;330,00;Orona;X;1
5124082 - 1;PC. MICRO ALTAVOZ TELESERVICIO;73,00;Orona;X;1
5124084 - 1;CIRCUITO IMPRESO PULS. LLAVE C;33,00;Orona;X;1
5124086 - 1;C.I.INTERR.LLAVE CONEC.6-24V 2;20,00;Orona;X;1
5124087 - 1;P.C.ALIMENTACION FRENO ASCENSO;119,00;Orona;X;1
5124088 - 1;P.C. ZONA DE PUERTAS ASCENSOR;289,00;Orona;X;1
5124089 - 1;P.C. DISTRIB. CUADRO MANI.ARCA;146,00;Orona;X;1
5124090 - 1;P.C. DISTRIB. CUADRO CAB. ARCA;196,00;Orona;X;1
5124094 - 1;P.C. ALIM.FRENO ASCENSOR ARCA;48,00;Orona;X;1
5124095 - 1;P.C. AUXILIAR 8 RELES ILUM.AUT;296,00;Orona;X;1
5124105 - 1;P.C.DISTRIBUCIONCUADROM33;274,00;Orona;X;1
5124107 - 1;P.C. SOBREEXCITACION FRENO;1174,00;Orona;X;1
5124301 - 1;P.C.INDICADOR CAB. 7 SEGMEN. A;104,00;Orona;X;1
5124302 - 1;P.C.  INDICADOR PISO 7 SEGMENT;83,00;Orona;X;1
5124302 - 2;INDIC. DIGITAL PISO ARCA II 7;97,00;Orona;X;1
5124303 - 1;P.C. INDICADOR CAB. MATRIZ DE *8124303 - 1*;251,00;Orona;X;1
5124304 - 1;P.C. INDICADOR CAB. MATRIZ DE;145,00;Orona;X;1
5124305 - 1;P.C. INDICADOR PISO MATRIZ DE;122,00;Orona;X;1
5124305 - 2;INDIC. DIGITAL PISO ARCA II MA;140,00;Orona;X;1
5124306 - 1;P.C. FLECHAS DE CABINA OR02 *8140456 - 1*;63,00;Orona;X;1
5124307 - 1;P.C. FLECHAS DE PISO ARCA OR02 *8140456 - 1*;63,00;Orona;X;1
5124308 - 1;P.C. FLECHAS DE PISO ARCA II O *8322306 - 1*;72,00;Orona;X;1
5124309 - 1;P.C. FLECHA DE EMBOCADURA OR02;40,00;Orona;X;1
5124312 - 1;P.C.LUZ EMERGENCIA Y LEY 13 OR;37,00;Orona;X;1
5124314 - 1;P.C. PULSADOR CON REGISTRADO O;11,00;Orona;X;1
5124314 - 2;PULSADOR C-REGISTRADO BARNIZAD;12,00;Orona;X;1
5124315 - 1;P.C. PULSADOR SIN REGISTRADO O;10,00;Orona;X;1
5124316 - 1;P.C. PULS. LLAVE PISO CON REGI;23,00;Orona;X;1
5124317 - 1;P.C. PULSADOR LLAVE CAB. CON R;23,00;Orona;X;1
5124318 - 1;PLACA CONTROL LCD MONOCROMO;610,00;Orona;X;1
5124321 - 1;P.C. MICRO-ALTAVOZ TELESERV. A;62,00;Orona;X;1
5124324 - 1;P.C. I PULSADOR A LLAVE SCHAFE;42,00;Orona;X;1
5124330 - 1;P.C. EXTENSION 1 SONORO *5124530 - 1*;111,00;Orona;X;1
5124331 - 1;P.C. EXTENSION 1 REDUCIDA SONO *5124530 - 1*;111,00;Orona;X;1
5124332 - 1;P.C. CONEXION EXTENSION 2 ARCA *5124532 - 1*;145,00;Orona;X;1
5124333 - 1;PLACA CIRCUITO EXTENSION 3 ARC *5124533 - 1*;195,00;Orona;X;1
5124334 - 1;P.C. EXTENSION 4 ARCA II *5124534 - 1*;133,00;Orona;X;1
5124335 - 1;P.C. EXTENSION 5.0 ARCA II *5124535 - 1*;205,00;Orona;X;1
5124336 - 1;P.C. BASE ARCA II *5124423 - 1*;617,00;Orona;X;1
5124337 - 1;P.C. CPU ARCA II *5124409 - 1*;418,00;Orona;X;1
5124338 - 1;P.C. GONG-CAN ARCA II;209,00;Orona;X;1
5124340 - 1;PLACA CIRCUITO PESACARGAS (PPQ) *8460280 - 1*;370,00;Orona;X;1
5124343 - 1;PC. PLACA DE FRENO ECO-BRAKESA;941,00;Orona;X;1
5124344 - 1;P.C. GATEWAY ARCA II;501,00;Orona;X;1
5124350 - 1;P.C.DISTRIBUCION CUADRO DE MAN;251,00;Orona;X;1
5124351 - 1;P.C. PUENTEO DE SEGURIDADES AR;390,00;Orona;X;1
5124352 - 1;P.C. DISTRIBUCION BOTONERA OR0;37,00;Orona;X;1
5124353 - 1;P.C.CONEXION CUADRO CABINA 110 *5124387 - 1*;364,00;Orona;X;1
5124354 - 1;P.C. CONTROL VENTIL. E ILUMINA *5124456 - 1*;57,00;Orona;X;1
5124355 - 1;P.C. DE FRENO ARCA II;86,00;Orona;X;1
5124356 - 1;P.C. SOBREEXCITACION FRENO ARC;676,00;Orona;X;1
5124357 - 1;P.C. ADAPTACION TELESERVICIO A;113,00;Orona;X;1
5124358 - 1;P.C. INTERFACE BOTONERA MONTAJ;51,00;Orona;X;1
5124359 - 1;P.C. MICROFONO-PULSADOR TELESE;16,00;Orona;X;1
5124365 - 1;P.C.  LUZ EMERGENCIA SIN PICTO *5124312 - 1*;20,00;Orona;X;1
5124366 - 1;P.C. ELECTROVALVULAS ARCA II;392,00;Orona;X;1
5124368 - 1;P.C. BERINGER ARCA II;210,00;Orona;X;1
5124375 - 1;P.C. FRENO CUADRO MANIOBRA M33;126,00;Orona;X;1
5124378 - 1;P.C. DE FRENO 60V DC ARCA II;178,00;Orona;X;1
5124380 - 1;P.C. PLACA LED LCD OR02;58,00;Orona;X;1
5124381 - 1;P.C. RESCATE M33 OPTIMIZADO;313,00;Orona;X;1
5124382 - 1;PLACA CIRCUITO PLACA FRENO SOB;717,00;Orona;X;1
5124385 - 1;P.C. PLACA DE DISTRIBUCION CUA;119,00;Orona;X;1
5124387 - 1;P.C. CON CABINA SIN TELESERVIC;240,00;Orona;X;1
5124388 - 1;P.C. DISTRIB. CUADRO CAB. SIN;212,00;Orona;X;1
5124389 - 1;P.C. DIST. C. CABINA CON TELES;232,00;Orona;X;1
5124390 - 1;P.C. DISTRIB. CUADRO CAB. CON;201,00;Orona;X;1
5124391 - 1;P.C. TELESERVICIO-SINTESIS VOZ;675,00;Orona;X;1
5124394 - 1;P.C. TELESERV.-SINTESIS VOZ SI;559,00;Orona;X;1
5124400 - 1;PLACA CIRCUITO CITO-GONG ARCA;212,00;Orona;X;1
5124407 - 1;P.C. PANTALLA LCD MONOCROMO RE;654,00;Orona;X;1
5124408 - 1;P.C. PLACA PESACARGAS 8 BIT;336,00;Orona;X;1
5124409 - 1;P.C. PLACA CPU ARCA II;296,00;Orona;X;1
5124413 - 10;SMART MEDIA SUSTITUCION G01;62,00;Orona;X;1
5124415 - 1;P.C. PLACA PDCM M33 OPT V2 *5124438 - 1*;236,00;Orona;X;1
5124416 - 1;P.C. DISTRIBUCION CUADRO DE MA;208,00;Orona;X;1
5124423 - 1;P.C. PLACA BASE ARCA II;533,00;Orona;X;1
5124426 - 1;PC. EXTENSION 2 ARCA *5124532 - 1  5102388 - 5*;145,00;Orona;X;1
5124427 - 1;P.C. PLACA PPIM ARCA;191,00;Orona;X;1
5124430 - 1;PLACA EXTENSION 1 ARCA III *5124530 - 1*;111,00;Orona;X;1
5124432 - 1;PLACA EXTENSION 2 ARCA III *5124532 - 1*;145,00;Orona;X;1
5124433 - 1;PLACA EXTENSION 3 ARCA III *5124533 - 1*;195,00;Orona;X;1
5124434 - 1;PLACA EXTENSION 4 ARCA III *5124534 - 1 *;133,00;Orona;X;1
5124435 - 1;PLACA EXTENSION 5 ARCA III *5124535 - 1*;205,00;Orona;X;1
5124436 - 1;PC. PLACA DE FRENO;263,00;Orona;X;1
5124438 - 1;P.C. PLACA DISTRIBUCION CUADRO;226,00;Orona;X;1
5124440 - 1;PLACA CIRCUITO PCB LCD MATRICI;353,00;Orona;X;1
5124451 - 1;PLACA PULSADOR 4THA GEN;37,00;Orona;X;1
5124454 - 1;PCB  LUZ  DE EMERGENCIA 4TH *5124527 - 2*;65,00;Orona;X;1
5124456 - 1;P.C. IMPRESO CONTROL VENTIL. E;90,00;Orona;X;1
5124499 - 3;HERAMIENTA DE MODERNIZACION;2744,00;Orona;X;1
5124501 - 1;PLACA BASE ARCA III;645,00;Orona;X;1
5124502 - 1;PLACA CPU ARCA III;273,00;Orona;X;1
5124503 - 1;PLACA NODO GESTOR ENERGIA;832,00;Orona;X;1
5124504 - 1;PLACA FUENTE DE ALIMENTACION A;223,00;Orona;X;1
5124505 - 1;PLACA NODO RESCATE MANUAL;574,00;Orona;X;1
5124510 - 1;CONJ. SEÑALIZACION TFT 5 4THA;1146,00;Orona;X;1
5124514 - 1;PC. PLACA MEZCLADOR DE SONI;200,00;Orona;X;1
5124521 - 1;PCB IND. POS 7 SEG CABINA 4THA;80,00;Orona;X;1
5124521 - 2;PCB INDICADOR DE POSICION 7 SE;80,00;Orona;X;1
5124522 - 1;PCB IND. POS 7 SEG PISO 4TH;149,00;Orona;X;1
5124522 - 2;PCB IND POS MATRIZ P PISO 4TH;120,00;Orona;X;1
5124523 - 1;PCB FLECHA DE EMB.4TH GEN;38,00;Orona;X;1
5124524 - 1;PLACA DISTRIBUCION BOTONERA PD;66,00;Orona;X;1
5124527 - 1;PLACA LUZ DE EMERGENCIA 24V;75,00;Orona;X;1
5124527 - 2;PLACA LUZ DE EMERGENCIA  6V;65,00;Orona;X;1
5124530 - 1;PLACA EXT. 1 ARCA III RETROCO;111,00;Orona;X;1
5124532 - 1;PLACA CIRCUITO EXTENSION 2;145,00;Orona;X;1
5124533 - 1;PC. EXTENSION 3 ARCA III;195,00;Orona;X;1
5124534 - 1;PLACA EXTENSION4 ARCA III;133,00;Orona;X;1
5124535 - 1;PC. EXTENSION 5 ARCA III;205,00;Orona;X;1
5124536 - 1;PLACA FRENO PAF ARCA III;166,00;Orona;X;1
5124537 - 1;PLACA DISTRIBUCION PDCM ARCA I;184,00;Orona;X;1
5124538 - 1;PLACA DISTRIBUCION CUADRO DE C;261,00;Orona;X;1
5124541 - 1;PLACA EXPANSION ARCA III;489,00;Orona;X;1
5124543 - 1;PLACA ADAPTADOR TLSV Y AUDIO;359,00;Orona;X;1
5124551 - 1;PLACA BOBINA PPQ;44,00;Orona;X;1
5124552 - 1;PLACA INTERFACE REGULADOR;55,00;Orona;X;1
5124553 - 1;PLACA ENTRADA FRENOS;33,00;Orona;X;1
6101006 - 1;ACEITE HIDRAULICO VESTA 4C HT;9,00;Orona;X;1
6101041 - 1;BOTE 5 KGS.ACEITE MANTENIMIEN.;199,00;Orona;X;1
6101041 - 2;LUBRICANTES PARA CABLE TRAC;22,00;Orona;X;1
6102001 - 1;CABLE GALVANIZADO GRUZADO 6;3,00;Orona;X;1
6102001 - 2;CABLE SEALE PREFORMDO DIAM. 8*;6,00;Orona;X;1
6102009 - 1;CABLE LIMIT. DIAM 6MM REC. LAR;5,00;Orona;X;1
6102011 - 1;ORONA SDR SES-S-BRUGG DIAM;18,00;Orona;X;1
6102020 - 1;SUJETACABLES DE 1-4 PARA CABLE;2,00;Orona;X;1
6102021 - 1;SUJETACABLES 6 ó 6.5 (FC);2,00;Orona;X;1
6102022 - 1;SUJETACABLES DE 7-16 PARA CABL;2,00;Orona;X;1
6102024 - 1;"SUJETACABLES DE 5-16"" PARA CAB";3,00;Orona;X;1
6102025 - 1;SUJETACABLES DE1-2 CABLE DE 13;3,00;Orona;X;1
6102036 -  - 1;CABLE DIAM.10MM ALMA METALICA;17,00;Orona;X;1
6102053 - 1;CABLE SEALE PREFORMDO DIAM. 8;6,00;Orona;X;1
6102054 - 1;CABLE SEALE PREFORMADO DIAM.11;11,00;Orona;X;1
6102054 - 2;CABLE SEALE PREFORMDO DIAM.13;11,00;Orona;X;1
6102055 - 2;CABLE SEALE PREFORMDO DIAM. 11;11,00;Orona;X;1
6102056 - 1;CABLE SEALE PREFORMDO DIAM. 9;6,00;Orona;X;1
6102058 - 2;CABLE SEALE PREFORMDO DIAM.6 6;11,00;Orona;X;1
6102062 - 1;CABLE ESPECIAL 2 PULG. DIAM8;15,00;Orona;X;1
6102066 - 2;CABLE DIAM. 6.5 SDR SES-BRUGG;13,00;Orona;X;1
6102072 - 1;ORONA SDR E -BEKAERT DIAM6.5;15,00;Orona;X;1
6102150 - 1;AMARRACABLE CON GIRO Y BUFE;117,00;Orona;X;1
6103033 - 4;KIT AMARRE  PARA CADENACOM;74,00;Orona;X;1
6103056 - 1;KIT RODILLOS PARA CADENA COMPE;74,00;Orona;X;1
6105017 - 4;CONTRAPESO;33,00;Orona;X;1
6105017 - 3;CONTRAPESO HORMIGON;33,00;Orona;X;1
6105045 - 1;CONTRAPESO HORMIGON;33,00;Orona;X;1
6105052 - 1;CONTRAPESO HORMIGON 1086*86*70;33,00;Orona;X;1
6110008 - 1;SECTOR FRENANTE DIATRO 180 117;15,00;Orona;X;1
6110013 - 1;SECTOR FRENANTE DIATRO 210 128;20,00;Orona;X;1
6110017 - 1;SECTOR FRENANTE O-140 DE 123X6;28,00;Orona;X;1
6111067 - 1;MENBRANAINTERMEDIA90*80*2.5MM;9,00;Orona;X;1
6111119 - 1;PLANTILLA BOTONERA DE RELLA;9,00;Orona;X;1
6111149 - 1;GOMA EXPULSORA PULSANTE OR02;1,00;Orona;X;1
6111150 - 1;GOMA EXPULSORA PULSADOR BOT.OR;1,00;Orona;X;1
6113020 - 1;MUELLE FRENO G-180 PARA O-164-;5,00;Orona;X;1
6113025 - 1;MUELLE GATILLO CIERRE ORO96;1,00;Orona;X;1
6113108 - 1;RESORTE A COMPRESION 5,5DX31DM;4,00;Orona;X;1
6113121 - 1;MUELLE PARACAIDAS ASB16;1,00;Orona;X;1
6113122 - 1;MUELLE PARACAIDAS ASB9/16;1,00;Orona;X;1
6113135 - 1;MUELLE ELECTROFRENO O-140;5,00;Orona;X;1
6114002 - 1;CAJA ENGRASADOR LUB.AUTO;1088,00;Orona;X;1
6116021 - 1;AUTOADHESIVO ACEITE Y POSICION;5,00;Orona;X;1
6116178 - 1;INSTRUCCION DE RESCATE M34;3,00;Orona;X;1
6116513 - 1;ETIQUETA ADHESIVA MANT. SAI;34,00;Orona;X;1
6116764 - 1;IDENTIFICADOR PLAN. LLAVE #1;7,00;Orona;X;1
6116764 - 11;IDENTIFICADOR PLAN. LLAVE #11;7,00;Orona;X;1
6116764 - 12;IDENTIFICADOR PLAN. LLAVE #12;7,00;Orona;X;1
6116764 - 13;IDENTIFICADOR PLAN. LLAVE #13;7,00;Orona;X;1
6116764 - 14;IDENTIFICADOR PLAN. LLAVE #14;7,00;Orona;X;1
6116764 - 15;IDENTIFICADOR PLANTA # 15;7,00;Orona;X;1
6116764 - 2;INDENTIFI.PLANTA PUL LLAVE # 2;7,00;Orona;X;1
6116764 - 3;INDENTIFI.PLANTA PUL LLAVE # 3;7,00;Orona;X;1
6116764 - 4;INDENTIFI.PLANTA PUL LLAVE # 4;7,00;Orona;X;1
6116764 - 46;IDENTIFICADOR PLAN. LLAVE #0;7,00;Orona;X;1
6116764 - 47;IDENTIFICADOR PLAN. LLAVE #-1;7,00;Orona;X;1
6116764 - 48;IDENTIFICADOR PUL LLAVE -2 4TH;7,00;Orona;X;1
6116764 - 49;IDENTIFICADOR LLAVE -3 4TH G;7,00;Orona;X;1
6116764 - 10;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 16;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 5;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 6;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 7;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 8;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116764 - 9;IDENTIFICADOR PLANTA PUL LLAVE;7,00;Orona;X;1
6116936 - 1;PAPEL INSCRIP. CLIENTE-BOMB-AL;2,00;Orona;X;1
6116941 - 1;PAPEL INSCRIPCION RAE-KG-PERSO;4,00;Orona;X;1
6117002 - 1;TAPA DE ACEITE PLASTICO ROJO O;4,00;Orona;X;1
6117008 - 1;SOPORTE CLIPAJE ZOCALO ANG;2,00;Orona;X;1
6117014 - 1;DESLIZADERA DE POLIUGUIA 9MM;15,00;Orona;X;1
6117016 - 1;DESLIZADERA DE POLIURETANO;15,00;Orona;X;1
6117017 - 1;DESLIZADERA DEPOLIURETANO 9MM;15,00;Orona;X;1
6117018 - 1;DESLIZADERA DE POLIURETANO;15,00;Orona;X;1
6117019 - 1;DESLIZADERA POLIURET. GUIA 5MM;15,00;Orona;X;1
6117026 - 1;DESLIZADERA DE POLIETILENO GUI *6117091 - 1*;49,00;Orona;X;1
6117027 - 1;DESLIZADERA DE POLIETILENO GUI;140,00;Orona;X;1
6117028 - 1;DESLIZADERA ETN - HM  1000-S;140,00;Orona;X;1
6117039 - 1;GUARNICION PARA GUIA 16MM;9,00;Orona;X;1
6117089 - 1;RELLENO GUARNICION GUIA 16M;9,00;Orona;X;1
6117091 - 1;CJTO.DESLIZADERA  140MM;48,00;Orona;X;1
6117141 - 1;DESLIZADERA CONTRAP.PARA G=5 1;15,00;Orona;X;1
6117142 - 1;DESLIZADERA CONTRAP. PARA G=15;15,00;Orona;X;1
6117220 - 1;RECOGEDOR DE LUBRICANTES;3,00;Orona;X;1
6117651 - 1;GATILLO DE CIERRE BOTONERA ORO;1,00;Orona;X;1
6117658 - 1;CAJA-BRIDA PULSADOR BOTONERA O;1,00;Orona;X;1
6117669 - 1;CAJA BRIDA PUL. PRINCIPAL BOTO;4,00;Orona;X;1
6117669 - 2;CAJA BRIDA  BOTONERA 4TH GEN;2,00;Orona;X;1
6117670 - 1;CAJA BRIDA PULS. COMUN BOTO.;4,00;Orona;X;1
6117671 - 1;CALCE PULSADOR PRINCIPAL BOT.O;2,00;Orona;X;1
6117674 - 1;LUZ GUIA PULSADOR PISO BOTONER;2,00;Orona;X;1
6117675 - 1;SOPORTE SEÑALIZACION PISO OR02;3,00;Orona;X;1
6117679 - 1;VISOR LUZ EMERGENCIA BOT. CAB.;11,00;Orona;X;1
6117715 - 1;VISOR SEN RESI.EN81-20 7SEG;37,00;Orona;X;1
6117716 - 10;DISPLAY CARGAS RESI EN 81-20;9,00;Orona;X;1
6117716 - 6;DISPLAY CARGAS RES. EN81320K;9,00;Orona;X;1
6117716 - 8;DISPLAY CARGAS RESI.EN81-20;9,00;Orona;X;1
6117717 - 10;VISO.SEÑ PUBLI.7SEG.MAT.PUN63;23,00;Orona;X;1
6117717 - 15;VISO SEN PUBL 7SEGM1000KG 13;23,00;Orona;X;1
6117718 - 10;VISO.SEN PUBL TFT-5 4TH GEN;23,00;Orona;X;1
6117750 - 1;CALCE PULS. PRINCIPAL 4THGEN;1,00;Orona;X;1
6117753 - 1;BRIDA AMARRE PULSADOR 4TH GEN;1,00;Orona;X;1
6117770 - 1;MARCP SEÑALIZACION;23,00;Orona;X;1
6117771 - 1;VISOR SEN RESI.7SEG MATRIZ4TH;23,00;Orona;X;1
6117771 - 2;VISOR SEN RECI. TFT5 4THAGEN;23,00;Orona;X;1
6117772 - 10;DISPLAY CRGAS  RESIDENCIAL;25,00;Orona;X;1
6117774 - 1;SOPORTE  DISPLAY 4TH GEN;9,00;Orona;X;1
6117779 - 1;CUERPO PULSADOR EXTRA BOT.;6,00;Orona;X;1
6117817 - 1;CUBRIDOR BOTONERA A PARED 4TH;9,00;Orona;X;1
6119023 - 1;RODAMIENTO 6208 (FH);26,00;Orona;X;1
6119041 - 1;RODAMIENTO 6308-2RSR-C3 (FC);69,00;Orona;X;1
6120004 - 1;ARANDELA APRIETE POLEA O-130;2,00;Orona;X;1
